title,time,username,q1,q2,q3,q4,q5,q6,q7,q8,q9
Panorama Forbidden City,~2021-02-11 17:32,unknown,Yes,40 or more,Rich content,"Work/study gap, leisure time, study and work","history buff, student",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-11 17:40,unknown,Yes,10-Jan,Shooting range,"Between work/study, at leisure, during meals","Literary youth, traditional culture enthusiasts, travel enthusiasts",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-11 18:09,unknown,Yes,10-Jan,Shooting range,while dining,"students, other",B. Basic Satisfaction,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-02-11 18:24,unknown,Yes,10-Jan,details are accurate,When socializing with like-minded people,student,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-11 20:34,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time",student,C. Insufficient coverage area,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-11 20:38,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time",Travel enthusiast,A. Fully satisfied,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-02-11 20:55,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","history buff, student",D. Too little visible area,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-11 21:10,unknown,Yes,40 or more,Shooting range,"Work/study gaps, leisure time",student,D. Too little visible area,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-11 21:19,unknown,uncertain,40 or more,Shooting range,"Work/study gaps, leisure time",history buff,D. Too little visible area,B. Partially closed areas,D. Other areas,"I hope to add some unpopular and unopened areas, such as Yinghua Palace, Xian'an Palace, Jianfu Palace, etc.; and add some open but no indoor scenes, such as Qianqing Palace, Leshoutang, Tiren Pavilion, etc. ; and add some interesting scenes, such as overlooking the Royal Garden on the Duixiu Mountain Pavilion, climbing the Fuwang Pavilion for a distant view, etc."
Panorama Forbidden City,~2021-02-11 21:33,unknown,Yes,40 or more,Rich content,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Cultural and museum lovers, history lovers, collectors, students, traditional culture lovers, international friends who love Chinese culture, travel lovers",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",Adding some monster explanations
Panorama Forbidden City,~2021-02-11 22:04,unknown,Yes,10-Jan,beautiful form,When socializing with like-minded people,student,A. Fully satisfied,C. More indoor scenes,B. Garden area,can have animation
Panorama Forbidden City,~2021-02-11 22:10,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",Travel enthusiast,A. Fully satisfied,B. Partially closed areas,B. Garden area,free to go
Panorama Forbidden City,~2021-02-11 23:03,unknown,no,20-Nov,Shooting range,"Work/study gaps, leisure time",student,C. Insufficient coverage area,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-11 23:21,unknown,Yes,40 or more,Rich content,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Cultural and bloggers, history lovers, collectors, students, international friends who love Chinese culture, travel enthusiasts",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-11 23:38,unknown,Yes,21-40 pieces,innovative,"Work/study gaps, leisure time","Cultural and blog enthusiasts, national tide fans, students, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-12 03:34,unknown,uncertain,10-Jan,Rich content,"Work/study gap, leisure time, study and work","Culture and blog lovers, history lovers, national tide fans, traditional culture lovers, travel lovers",D. Too little visible area,A. Unpopular open areas,"A. ""Front facing"" area",Qianqing Palace
Panorama Forbidden City,~2021-02-12 06:50,unknown,uncertain,20-Nov,details are accurate,"On the way to and from get off work or going out, between work/study, at leisure, before going to bed at night/waking up in the morning","History lovers, national tide fans, students, traditional culture lovers, travel lovers",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-12 07:16,unknown,Yes,10-Jan,details are accurate,Before going to bed late at night / waking up early in the morning,other,A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-12 08:22,unknown,Yes,21-40 pieces,beautiful form,"Between work/study, at leisure, during meals",student,A. Fully satisfied,C. More indoor scenes,B. Garden area,without
Panorama Forbidden City,~2021-02-12 09:25,unknown,Yes,10-Jan,distinct personality,"Work/study gaps, leisure time",traditional culture lovers,B. Basic Satisfaction,B. Partially closed areas,B. Garden area,"Architecture, the most iconic stories happening today in history, how day-to-day management works, and more"
Panorama Forbidden City,~2021-02-12 09:47,unknown,uncertain,21-40 pieces,details are accurate,studying and working,"Internet technology enthusiasts, students",D. Too little visible area,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-12 10:36,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",history buff,C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",Can enter many palaces
Panorama Forbidden City,~2021-02-12 10:55,unknown,Yes,21-40 pieces,Rich content,"Work/study gaps, leisure time",student,D. Too little visible area,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-02-12 11:08,unknown,Yes,10-Jan,beautiful form,studying and working,"National tide fans, students, travel enthusiasts, others",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-12 11:48,18299077719,Yes,10-Jan,Rich content,"Between work/study, leisure, socializing with like-minded people","Cultural enthusiasts, traditional culture lovers",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",Cultural relics display
Panorama Forbidden City,~2021-02-12 11:53,unknown,uncertain,10-Jan,Rich content,"Work/study gaps, leisure time","History buffs, traditional culture buffs, others",D. Too little visible area,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-12 11:54,unknown,Yes,20-Nov,Rich content,while dining,"Cultural and Expo enthusiasts, history enthusiasts, collectors, fans of the country, students, practitioners in the cultural and motto industry, literary youth, traditional culture lovers",C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-12 12:39,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time","Culture and blog lovers, history lovers, national tide fans, traditional culture lovers, travel lovers, others",C. Insufficient coverage area,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-12 12:47,unknown,Yes,21-40 pieces,Shooting range,"Work/study gaps, leisure time","Cultural and blog enthusiasts, history lovers, national tide fans, students, traditional culture lovers",D. Too little visible area,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-12 13:04,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","Cultural and art lovers, history lovers, collectors, students, literary youth, traditional culture lovers, travel lovers",A. Fully satisfied,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-12 13:18,unknown,uncertain,10-Jan,Update frequency,commuting or going out,history buff,B. Basic Satisfaction,A. Unpopular open areas,"A. ""Front facing"" area",Inside the Forbidden City
Panorama Forbidden City,~2021-02-12 13:38,unknown,Yes,10-Jan,innovative,"Work/study gaps, leisure time","Culture and blog enthusiasts, history lovers, national tide fans, Internet technology lovers, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-12 13:43,unknown,uncertain,20-Nov,Rich content,"Studying and working, before going to bed at night / waking up in the morning","Cultural and bloggers, history lovers, collectors, travel lovers",A. Fully satisfied,C. More indoor scenes,B. Garden area,without
Panorama Forbidden City,~2021-02-12 13:53,unknown,Yes,21-40 pieces,Update frequency,When socializing with like-minded people,bloggers,B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",Ting is open for a long time
Panorama Forbidden City,~2021-02-12 14:00,unknown,Yes,10-Jan,deep interaction,"Work/study gaps, leisure time","Cultural and blog enthusiasts, history lovers, students, traditional culture lovers, international friends who love Chinese culture",A. Fully satisfied,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-12 14:04,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","Cultural enthusiasts, history lovers, students, traditional culture lovers",D. Too little visible area,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-12 14:09,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","National tide fans, students",B. Basic Satisfaction,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-02-12 14:13,unknown,no,10-Jan,Shooting range,"Work/study gaps, leisure time","Cultural enthusiasts, students, literary youth",B. Basic Satisfaction,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-12 14:14,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time",history buff,D. Too little visible area,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-12 14:38,unknown,Yes,10-Jan,details are accurate,"On the way to and from get off work or going out, between work/study, during leisure, during study and work, during meals","Cultural enthusiasts, history lovers, students, traditional culture lovers",D. Too little visible area,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-12 15:14,unknown,Yes,10-Jan,details are accurate,Before going to bed late at night / waking up early in the morning,Travel enthusiast,D. Too little visible area,B. Partially closed areas,D. Other areas,Contact the unopened area of [Panorama Forbidden City]!
Panorama Forbidden City,~2021-02-12 15:40,unknown,Yes,40 or more,innovative,"Work/study gaps, leisure time","Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary and artistic youth, traditional culture lovers, international friends who love Chinese culture, and travel enthusiasts",A. Fully satisfied,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-12 15:49,unknown,Yes,10-Jan,beautiful form,"Between work/study, at leisure, before going to bed at night/wake up in the morning","Cultural and blog enthusiasts, history lovers, collectors, and fans of the country",A. Fully satisfied,C. More indoor scenes,D. Other areas,add some weather forecasts
